age,amount,authentication_information,avg_amount,avg_data,avg_rate,bidders,borrow_history,college,cumulative_amount_of_borrowing,degree_education,end_time,first_borrow_time,id,last_fuzhai,learn_form,male,max_borrow_amount,max_liabilities,max_overtime,normal_repay,overtime_less_15,overtime_more_15,progressBar,registerTime,state,succeed_borrow,succeed_repay,sum_of_to_pay,timeLimit,to_be_gather,to_be_repay,update_time,userId,userName,userRate,year_rate
33,29330,身份证认证|手机认证,5158.1,282.0,0.202,0,1次流标，0次撤标，0次失败,无,62690.00,无,2017/7/20,2015/12/29,56973565,34706.29,无,女,24048.00,36173.18,0.0,76,0,0,27%,2015/12/29,0,12,76,19244.82,24 ,0.00,34706.29,2017-08-10,,pdu3805546815,C,20
26,5100,,0,0,0,13,,无,,无,2017/8/8,,63740601,,无,女,,,,,,,100%,2017/8/7,1,,,,3 ,,,2017-08-10,,pdu2524526470,AA,10
31,11500,身份证认证|手机认证,10000.0,360.0,0.12,0,0次流标，1次撤标，0次失败,无,10000.00,无,2017/8/8,2017/8/8,63561423,11861.76,无,女,10000.00,11861.76,,0,0,0,5%,2017/7/6,0,1,0,5930.879999999999,12 ,0.00,11861.76,2017-08-10,,pdu5527106006,AA,12
37,10000,,0,0,0,13,,无,,无,2017/8/9,,63867514,,无,男,,,,,,,100%,2017/8/7,1,,,,12 ,,,2017-08-10,,pdu5551240246,AA,12
30,4000,,0,0,0,24,,无,,无,2017/8/8,,63721035,,无,女,,,,,,,100%,2017/1/24,1,,,,12 ,,,2017-08-10,,pdu5887404015,AA,12
24,2000,,0,0,0,19,,无,,无,2017/8/10,,64181474,,无,女,,,,,,,100%,2017/8/9,1,,,,3 ,,,2017-08-10,,pdu0855782367,AA,10
30,5000,,0,0,0,3,,无,,无,2017/8/9,,63999281,,无,男,,,,,,,100%,2017/5/31,1,,,,12 ,,,2017-08-10,,pdu0822656500,AA,12
23,3835,,0,0,0,3,,无,,无,2017/8/9,,64003124,,无,男,,,,,,,100%,2016/11/4,1,,,,12 ,,,2017-08-10,,pdu5257555860,B,18
27,8000,,0,0,0,55,,无,,无,2017/8/8,,63264667,,无,男,,,,,,,100%,2017/8/5,1,,,,12 ,,,2017-08-10,,pdu3528276515,AA,12
23,9500,,0,0,0,69,,无,,无,2017/8/9,,63718880,,无,男,,,,,,,100%,2017/8/7,1,,,,12 ,,,2017-08-10,,pdu4722225006,AA,12
25,9500,身份证认证|手机认证,0,0,0,5,1次流标，3次撤标，0次失败,无,0.00,无,19天15时44分,,64222637,,无,女,0.00,0.00,,0,0,0,6%,2017/8/2,0.5,0,0,,3 ,0.00,0.00,2017-08-10,,pdu5356580637,AA,10
24,11200,身份证认证|手机认证,1000.0,180.0,0.11,0,0次流标，1次撤标，0次失败,无,2000.00,无,2017/7/24,2016/11/6,60568075,0,无,男,1000.00,1244.28,0.0,12,0,0,59%,2016/11/6,0,2,12,,12 ,0.00,0.00,2017-08-10,,pdu6637234420,C,20
19,6500,身份证认证|手机认证,520.0,90.0,0.1,0,0次流标，1次撤标，0次失败,无,520.00,无,2017/8/5,2017/8/5,63183352,580.68,无,男,520.00,580.68,,0,0,0,7%,2017/8/4,0,1,0,580.6800000000001,3 ,0.00,580.68,2017-08-10,,pdu1175246452,AA,10
21,2400,,0,0,0,3,,无,,无,2017/8/8,,63308631,,无,男,,,,,,,100%,2015/12/20,1,,,,12 ,,,2017-08-10,,pdu4837381462,AA,12
30,9500,,0,0,0,55,,无,,无,2017/8/8,,63636987,,无,男,,,,,,,100%,2017/7/25,1,,,,12 ,,,2017-08-10,,pdu5148283477,AA,12
22,7754,,0,0,0,31,,无,,无,2017/8/10,,64191041,,无,男,,,,,,,100%,2016/3/4,1,,,,12 ,,,2017-08-10,,pdu7708620187,C,20
35,11000,,0,0,0,10,,无,,无,2017/8/9,,64004507,,无,男,,,,,,,100%,2016/1/14,1,,,,12 ,,,2017-08-10,,pdu2535648738,AA,12
45,433,身份证认证|手机认证,2733.3333333333335,360.0,0.19999999999999998,0,2次流标，1次撤标，0次失败,无,8200.00,无,2017/7/16,2016/1/16,58776416,4291.38,无,男,3000.00,5326.38,2.0,10,8,1,23%,2015/10/15,0,3,21,3105.0,12 ,0.00,4291.38,2017-08-10,,pdu62645067,F,22
34,12500,,0,0,0,86,,无,,无,2017/8/8,,63476446,,无,男,,,,,,,100%,2017/1/29,1,,,,6 ,,,2017-08-10,,pdu1554420410,AA,11
20,4500,,0,0,0,32,,无,,无,2017/8/9,,63985984,,无,女,,,,,,,100%,2017/5/25,1,,,,12 ,,,2017-08-10,,pdu5111024204,AA,12
24,1000,身份证认证|手机认证,0,0,0,0,0次流标，1次撤标，0次失败,无,0.00,无,2017/8/5,,62894182,,无,男,0.00,0.00,,0,0,0,5%,2017/8/2,0,0,0,,3 ,0.00,0.00,2017-08-10,,pdu4206053346,AA,10
32,5500,身份证认证|手机认证,0,0,0,8,0次流标，1次撤标，0次失败,无,0.00,无,19天11时28分,,64184150,,无,男,0.00,0.00,,0,0,0,10%,2017/8/9,0.5,0,0,,3 ,0.00,0.00,2017-08-10,,pdu4321601640,AA,10
31,8000,,0,0,0,11,,无,,无,2017/8/9,,63697492,,无,男,,,,,,,100%,2016/7/28,1,,,,12 ,,,2017-08-10,,pdu7818153463,AA,12
24,1800,身份证认证|手机认证,0,0,0,1,0次流标，0次撤标，0次失败,无,0.00,无,19天13时13分,,64202547,,无,女,0.00,0.00,,0,0,0,2%,2017/8/9,0.5,0,0,,3 ,0.00,0.00,2017-08-10,,pdu6200323443,AA,10
28,1500,身份证认证|手机认证,0,0,0,1,0次流标，0次撤标，0次失败,无,0.00,无,19天13时56分,,64208853,,无,男,0.00,0.00,,0,0,0,4%,2017/8/9,0.5,0,0,,3 ,0.00,0.00,2017-08-10,,pdu8160773108,AA,10
25,5000,,0,0,0,56,,无,,无,2017/8/9,,63937983,,无,女,,,,,,,100%,2017/8/5,1,,,,3 ,,,2017-08-10,,pdu8070275278,AA,10
27,4800,,0,0,0,26,,无,,无,2017/8/8,,63414154,,无,男,,,,,,,100%,2017/4/4,1,,,,12 ,,,2017-08-10,,pdu4655655744,AA,12
25,6000,,0,0,0,25,,无,,无,2017/8/8,,63749052,,无,男,,,,,,,100%,2017/4/26,1,,,,12 ,,,2017-08-10,,pdu8020141631,C,20
26,4000,,0,0,0,50,,无,,无,2017/8/9,,63945074,,无,女,,,,,,,100%,2017/2/12,1,,,,3 ,,,2017-08-10,,pdu5846844667,AA,10
22,6750,身份证认证|手机认证,0,0,0,0,0次流标，2次撤标，0次失败,无,0.00,无,2017/8/5,,62877163,,无,女,0.00,0.00,,0,0,0,3%,2017/8/3,0,0,0,,12 ,0.00,0.00,2017-08-10,,pdu2621434054,AA,12
23,10400,身份证认证|手机认证,2194.375,78.875,0.14365,5,0次流标，0次撤标，0次失败,无,17555.00,无,19天09时06分,2017/3/7,64151515,0.0,无,男,5500.00,7793.30,0.0,15,0,0,58%,2016/12/26,0.5,8,17,,12 ,0.00,0.00,2017-08-10,,pdu7053248061,B,18
32,6500,身份证认证|手机认证,0,0,0,0,0次流标，1次撤标，0次失败,无,0.00,无,2017/8/4,,62920043,,无,男,0.00,0.00,,0,0,0,0%,2016/12/31,0,0,0,,3 ,0.00,0.00,2017-08-10,,pdu0721745577,AA,10
24,10000,,0,0,0,72,,无,,无,2017/8/9,,63614132,,无,男,,,,,,,100%,2017/5/21,1,,,,12 ,,,2017-08-10,,pdu0050482273,AA,12
29,700,身份证认证|手机认证,2466.6666666666665,270.0,0.20666666666666667,4,0次流标，0次撤标，0次失败,无,7400.00,无,14天21时48分,2016/12/29,64245988,4526.55,无,女,4900.00,5655.36,1.0,10,1,0,21%,2015/6/13,0.5,3,11,3425.4799999999996,6 ,0.00,4526.55,2017-08-10,,pdu58142134,C,20
24,1173,,0,0,0,9,,无,,无,2017/8/9,,64023014,,无,男,,,,,,,100%,2016/5/7,1,,,,6 ,,,2017-08-10,,pdu5811031448,C,20
